"Protein.Accession","Gene.Names","Protein.Annotation","X0h.a","X0h.b","X2h.a","X2h.b","X8h.a","X8h.b","X16h.a","X16h.b"
"sp|Q9WTK5|NFKB2_MOUSE","Nfkb2","Nuclear factor NF-kappa-B p100 subunit OS=Mus musculus GN=Nfkb2 PE=1 SV=1",74393.1,71402.9,62460.2,71251.1,107598,103225.6,167695.7,172315.5
"sp|Q60778|IKBB_MOUSE","Nfkbib","NF-kappa-B inhibitor beta OS=Mus musculus GN=Nfkbib PE=1 SV=2",41395.9,39967.6,46166.6,39419.5,70811,70506.1,86683.1,82662.3
"sp|Q9DB96|NGDN_MOUSE","Ngdn","Neuroguidin OS=Mus musculus GN=Ngdn PE=1 SV=1",44502,47108.8,45775.4,44935.9,53089.4,52981.9,71489.6,74538.1
"sp|Q99KS2|NGRN_MOUSE","Ngrn","Neugrin OS=Mus musculus GN=Ngrn PE=2 SV=3",20457,19878.3,18559.9,20643.5,27902.1,27007.2,34981.5,34222.7
"sp|Q91VE6|MK67I_MOUSE","Nifk","MKI67 FHA domain-interacting nucleolar phosphoprotein OS=Mus musculus GN=Nifk PE=1 SV=1",48865.4,45419.6,43225.5,43381.6,76714.3,69248.4,165096.8,173020
"sp|Q9CXK8|NIP7_MOUSE","Nip7","60S ribosome subunit biogenesis protein NIP7 homolog OS=Mus musculus GN=Nip7 PE=2 SV=1",81111.5,81951.2,82765.7,83731.9,114272.6,109116.3,161863.6,161905
"tr|F7AN84|F7AN84_MOUSE","Nisch","Nischarin (Fragment) OS=Mus musculus GN=Nisch PE=4 SV=1",31567.5,32591.9,31258.5,30197.1,45047.2,44121.4,63894.5,63135
"sp|Q8VEJ4|NLE1_MOUSE","Nle1","Notchless protein homolog 1 OS=Mus musculus GN=Nle1 PE=1 SV=4",55044.3,55827.1,56834.3,53568,68096.4,67685.6,88854.6,86419.1
"sp|Q99L48|NMD3_MOUSE","Nmd3","60S ribosomal export protein NMD3 OS=Mus musculus GN=Nmd3 PE=2 SV=1",61971.4,60324.6,62600.7,63337.7,97739.9,89363,144452.5,142957.8
"sp|P15532|NDKA_MOUSE","Nme1","Nucleoside diphosphate kinase A OS=Mus musculus GN=Nme1 PE=1 SV=1",393911.7,398016.2,385585.5,375167.5,435731.5,436603.5,571695.2,583648.7
"sp|Q01768|NDKB_MOUSE","Nme2","Nucleoside diphosphate kinase B OS=Mus musculus GN=Nme2 PE=1 SV=1",385049.5,381736.6,368674,366078.1,431160.1,428897,616693.5,617922.6
"sp|O70311|NMT2_MOUSE","Nmt2","Glycylpeptide N-tetradecanoyltransferase 2 OS=Mus musculus GN=Nmt2 PE=2 SV=1",73009.1,73340.5,67883.6,73783.5,98696.3,90664,118178,126720.4
"sp|Q8BW10|NOB1_MOUSE","Nob1","RNA-binding protein NOB1 OS=Mus musculus GN=Nob1 PE=1 SV=1",50981.2,52578.5,37048.4,56496,73950.4,70150.7,131870.2,147853.3
"sp|Q9WV70|NOC2L_MOUSE","Noc2l","Nucleolar complex protein 2 homolog OS=Mus musculus GN=Noc2l PE=1 SV=2",61598.3,58969.7,67310.8,57511.9,79514,72215.3,127528.1,122124
"tr|J3QK52|J3QK52_MOUSE","Noc2l","Nucleolar complex protein 2 homolog OS=Mus musculus GN=Noc2l PE=1 SV=1",60748.6,58920.4,65974.4,59767.5,79568.7,73645.1,125046.7,124642.7
"sp|Q8VI84|NOC3L_MOUSE","Noc3l","Nucleolar complex protein 3 homolog OS=Mus musculus GN=Noc3l PE=2 SV=2",56603.1,50326.6,43243.3,50460.4,90239.5,82700.1,145991.9,150930.6
"sp|Q8BHY2|NOC4L_MOUSE","Noc4l","Nucleolar complex protein 4 homolog OS=Mus musculus GN=Noc4l PE=2 SV=1",55362.1,55303.9,60365.5,56360.8,73110.5,69839.2,101023.7,96364.9
"sp|Q8BJW5|NOL11_MOUSE","Nol11","Nucleolar protein 11 OS=Mus musculus GN=Nol11 PE=2 SV=1",106728.7,107962.3,105602.8,105304.2,140461.3,134853,188247.7,199340.9
"sp|Q8BG17|NOL12_MOUSE","Nol12","Nucleolar protein 12 OS=Mus musculus GN=Nol12 PE=2 SV=1",72696.9,67165.9,71632,66011.2,75763.9,74014.9,114197.3,114365.5
"sp|Q8R5K4|NOL6_MOUSE","Nol6","Nucleolar protein 6 OS=Mus musculus GN=Nol6 PE=2 SV=2",93638.9,91899.1,94699.8,86823.2,112142.8,109019.5,151977.5,148679.5
"sp|Q9D7Z3|NOL7_MOUSE","Nol7","Nucleolar protein 7 OS=Mus musculus GN=Nol7 PE=1 SV=1",62672.9,58031.8,59419.8,55563.4,71746.6,70227.4,132499.7,130010.7
"sp|Q3UHX0|NOL8_MOUSE","Nol8","Nucleolar protein 8 OS=Mus musculus GN=Nol8 PE=1 SV=2",44002.9,44779.8,43951,45235.1,61062.5,60187.2,67879.2,70439.3
"sp|Q3TZX8|NOL9_MOUSE","Nol9","Polynucleotide 5'-hydroxyl-kinase NOL9 OS=Mus musculus GN=Nol9 PE=1 SV=1",17613.6,16935,16099.2,21024.8,24219.8,23314.9,45941.9,44377.1
"tr|E9Q5C9|E9Q5C9_MOUSE","Nolc1","Protein Nolc1 OS=Mus musculus GN=Nolc1 PE=1 SV=1",123481.3,112908.8,141443,122951.8,207371.4,190353.8,295849.3,314427
"sp|Q6GQT9|NOMO1_MOUSE","Nomo1","Nodal modulator 1 OS=Mus musculus GN=Nomo1 PE=1 SV=1",67563.5,67086.8,71877.1,66277,101081.7,97050.5,147300,143142.6
"sp|Q8R3N1|NOP14_MOUSE","Nop14","Nucleolar protein 14 OS=Mus musculus GN=Nop14 PE=1 SV=2",64014.5,59940.5,53705,67659.8,82170.2,76740.4,127200.3,131526.5
"sp|Q9CPT5|NOP16_MOUSE","Nop16","Nucleolar protein 16 OS=Mus musculus GN=Nop16 PE=2 SV=1",48414.5,47058.3,44227.2,46932.5,78585.8,70705.6,131931,154945.3
"sp|Q922K7|NOP2_MOUSE","Nop2","Probable 28S rRNA (cytosine-C(5))-methyltransferase OS=Mus musculus GN=Nop2 PE=1 SV=1",32132.2,31356.8,27347.6,30040.2,48942.9,44227.3,124771.6,122647
"tr|E9QN31|E9QN31_MOUSE","Nop2","Probable 28S rRNA (cytosine-C(5))-methyltransferase OS=Mus musculus GN=Nop2 PE=4 SV=1",32187.4,31809.5,27034.6,30460.4,49070.6,44318.2,123510.1,120925.5
"sp|Q01705|NOTC1_MOUSE","Notch1","Neurogenic locus notch homolog protein 1 OS=Mus musculus GN=Notch1 PE=1 SV=3",21174.8,21682.2,19692.2,20056,31178.7,30662.8,33569,33350.2
"sp|O35516|NOTC2_MOUSE","Notch2","Neurogenic locus notch homolog protein 2 OS=Mus musculus GN=Notch2 PE=1 SV=1",5523.7,5923.6,4947.1,5033.1,10100,9492.5,12266.8,12037.3
"sp|Q61937|NPM_MOUSE","Npm1","Nucleophosmin OS=Mus musculus GN=Npm1 PE=1 SV=1",1290381.9,1285453.9,1407363.9,1283731.1,1533051.3,1502985.8,2002081.9,2021911.4
"sp|P97300|NPTN_MOUSE","Nptn","Neuroplastin OS=Mus musculus GN=Nptn PE=1 SV=3",43340,41043.4,46339.8,44238.3,57653.3,59699.9,69093.6,72783.4
"sp|Q8BMT4|NRROS_MOUSE","Nrros","Negative regulator of reactive oxygen species OS=Mus musculus GN=Nrros PE=1 SV=2",13760.2,13409.3,11514.5,12695.3,13951.6,13667.2,18654,20194.8
"sp|Q9CR47|NSA2_MOUSE","Nsa2","Ribosome biogenesis protein NSA2 homolog OS=Mus musculus GN=Nsa2 PE=2 SV=1",25643.3,25672.1,24656.8,25927.8,49238.8,43159.9,124414.8,125475.4
"sp|O88491|NSD1_MOUSE","Nsd1","Histone-lysine N-methyltransferase, H3 lysine-36 and H4 lysine-20 specific OS=Mus musculus GN=Nsd1 PE=1 SV=1",14844.9,16134.8,19710.7,17750.5,25102.6,23871.2,26680.9,26826.5
"sp|Q1HFZ0|NSUN2_MOUSE","Nsun2","tRNA (cytosine(34)-C(5))-methyltransferase OS=Mus musculus GN=Nsun2 PE=1 SV=2",140885.6,140439.8,107097.1,134969,166654.6,159345.5,226449.9,230163.5
"sp|Q3UHB1|NT5D3_MOUSE","Nt5dc3","5'-nucleotidase domain-containing protein 3 OS=Mus musculus GN=Nt5dc3 PE=2 SV=1",32053.4,32135.3,32518.7,32346.7,53519.5,50586.7,65308.7,63431.7
"sp|Q8R2U4|NTM1A_MOUSE","Ntmt1","N-terminal Xaa-Pro-Lys N-methyltransferase 1 OS=Mus musculus GN=Ntmt1 PE=2 SV=3",44791.6,47178.1,45537.5,48790.1,68795.4,64316.1,94838.3,91584.8
"sp|Q9R060|NUBP1_MOUSE","Nubp1","Cytosolic Fe-S cluster assembly factor NUBP1 OS=Mus musculus GN=Nubp1 PE=1 SV=1",22363.4,22900.2,23560.6,21226.4,27167.8,27086.8,38785.8,37342.2
"sp|O35685|NUDC_MOUSE","Nudc","Nuclear migration protein nudC OS=Mus musculus GN=Nudc PE=1 SV=1",128260.3,127147.4,131607.7,123350.7,164164.3,158066.1,241486.9,244350.2
"sp|Q8R1N4|NUDC3_MOUSE","Nudcd3","NudC domain-containing protein 3 OS=Mus musculus GN=Nudcd3 PE=2 SV=3",72427.6,71565.4,74972.5,71117.6,96123.6,91177.2,135423.7,139439.7
"tr|B1AS63|B1AS63_MOUSE","Nudcd3","NudC domain-containing protein 3 OS=Mus musculus GN=Nudcd3 PE=4 SV=1",45666.6,44525.9,45596.7,43612.2,58179.8,55190.8,86078.7,88412.9
"sp|P53368|8ODP_MOUSE","Nudt1","7,8-dihydro-8-oxoguanine triphosphatase OS=Mus musculus GN=Nudt1 PE=1 SV=1",22364.5,21594,21180.5,19444.2,25039.7,24785.8,49769.9,49964.3
"sp|P0C027|NUD10_MOUSE","Nudt10","Diphosphoinositol polyphosphate phosphohydrolase 3-alpha OS=Mus musculus GN=Nudt10 PE=1 SV=1",25373,29161.3,22336,25428,40052.5,40370.6,45360.6,45491
"sp|Q8R2U6|NUDT4_MOUSE","Nudt4","Diphosphoinositol polyphosphate phosphohydrolase 2 OS=Mus musculus GN=Nudt4 PE=1 SV=1",26793.6,26207.3,27052.9,25528.5,44062,40078.1,47802.1,52230.4
"sp|Q9JKX6|NUDT5_MOUSE","Nudt5","ADP-sugar pyrophosphatase OS=Mus musculus GN=Nudt5 PE=1 SV=1",109034.4,105616.4,127758.1,118143.7,127989.1,128050.2,170739.8,171297.8
"sp|Q5F2E7|NUFP2_MOUSE","Nufip2","Nuclear fragile X mental retardation-interacting protein 2 OS=Mus musculus GN=Nufip2 PE=1 SV=1",41986.9,40298.5,33396.5,47034.2,78440.2,72587.4,104322.4,110667.5
"sp|Q9DBY8|NVL_MOUSE","Nvl","Nuclear valosin-containing protein-like OS=Mus musculus GN=Nvl PE=1 SV=1",93779.3,92195.9,80507.2,91841.7,110930.2,104161.3,158922.7,161470.6
"sp|P00860|DCOR_MOUSE","Odc1","Ornithine decarboxylase OS=Mus musculus GN=Odc1 PE=1 SV=2",7399.7,8463.3,7880.9,8173.9,41032.5,30801.2,75419.3,78017.8
"sp|Q9D136|OGFD3_MOUSE","Ogfod3","2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3 OS=Mus musculus GN=Ogfod3 PE=2 SV=1",7883,8546.2,8009,8898.6,9752.4,9908.3,14854.6,14947.2
"sp|Q8BWG9|CRCM1_MOUSE","Orai1","Calcium release-activated calcium channel protein 1 OS=Mus musculus GN=Orai1 PE=2 SV=1",5888.1,5837.9,7308,6432.3,10251.4,9573.4,12029.4,13365.4
"sp|Q9JK30|ORC3_MOUSE","Orc3","Origin recognition complex subunit 3 OS=Mus musculus GN=Orc3 PE=1 SV=1",57881.1,55963.4,57989.4,53366.5,59456.5,60769.6,84435.6,86450
"sp|O88708|ORC4_MOUSE","Orc4","Origin recognition complex subunit 4 OS=Mus musculus GN=Orc4 PE=1 SV=2",30149.3,30287.6,30109.8,30684.6,35125.8,34654.9,44020.1,46745.6
"sp|Q9WUJ8|ORC6_MOUSE","Orc6","Origin recognition complex subunit 6 OS=Mus musculus GN=Orc6 PE=1 SV=1",11513.2,11248.8,8140.5,11263.7,14927.3,13356.2,38153.2,38163.4
"sp|Q9CQZ0|ORML2_MOUSE","Ormdl2","ORM1-like protein 2 OS=Mus musculus GN=Ormdl2 PE=2 SV=1",35592.6,35348.7,35225.5,37355.6,40734.5,40189.3,55335.6,53500
"sp|Q8K2C7|OS9_MOUSE","Os9","Protein OS-9 OS=Mus musculus GN=Os9 PE=1 SV=2",27404.5,26629.5,30129.8,27871.9,32576.2,32484.2,40189.2,40939.2
"sp|Q3U2S4|OTUD5_MOUSE","Otud5","OTU domain-containing protein 5 OS=Mus musculus GN=Otud5 PE=2 SV=2",18601.7,19757.3,24752.8,22130.8,34956.1,32840.1,54121.1,55312.1
"sp|B2RUR8|OTU7B_MOUSE","Otud7b","OTU domain-containing protein 7B OS=Mus musculus GN=Otud7b PE=1 SV=1",38695.5,37725.4,32273.5,37306.5,43373,43195.7,60695.3,59429.7
"sp|Q60715|P4HA1_MOUSE","P4ha1","Prolyl 4-hydroxylase subunit alpha-1 OS=Mus musculus GN=P4ha1 PE=2 SV=2",28449.5,28723.5,32651,30914,57547.3,60671.5,82528.2,83541.7
"sp|Q60715-2|P4HA1_MOUSE","P4ha1","Isoform 2 of Prolyl 4-hydroxylase subunit alpha-1 OS=Mus musculus GN=P4ha1",30704,31078,34913.2,32432.6,64761.8,67357.7,89269.9,95298.5
"sp|P50580|PA2G4_MOUSE","Pa2g4","Proliferation-associated protein 2G4 OS=Mus musculus GN=Pa2g4 PE=1 SV=3",205719,208277.5,173546,192328.5,256738.3,246493.7,360229.2,379735.3
"tr|Q6PHQ9|Q6PHQ9_MOUSE","Pabpc4","MCG5546, isoform CRA_c OS=Mus musculus GN=Pabpc4 PE=2 SV=1",94135,89128.8,62367.4,99120.1,143479.8,131292.9,291959.3,300393.5
"sp|Q9DCL9|PUR6_MOUSE","Paics","Multifunctional protein ADE2 OS=Mus musculus GN=Paics PE=1 SV=4",152040.2,146872.4,154593.9,145752.7,168679.2,164882.7,239164.7,240555.4
"sp|Q91W45|PAI2B_MOUSE","Paip2b","Polyadenylate-binding protein-interacting protein 2B OS=Mus musculus GN=Paip2b PE=2 SV=2",29780.6,25535.9,32611.1,29147.8,50287.5,49490.9,61313.8,66580.5
"sp|Q9CQV1|TIM16_MOUSE","Pam16","Mitochondrial import inner membrane translocase subunit TIM16 OS=Mus musculus GN=Pam16 PE=2 SV=1",62642.8,60971.8,59241.9,63434.6,72469.4,69929,94029.6,94538.5
"sp|Q91YI6|GLD2_MOUSE","Papd4","Poly(A) RNA polymerase GLD2 OS=Mus musculus GN=Papd4 PE=1 SV=1",45592.1,45221.6,43161.1,46268.4,55938.3,54781.6,69921.2,70782.4
"sp|Q68ED3|PAPD5_MOUSE","Papd5","Non-canonical poly(A) RNA polymerase PAPD5 OS=Mus musculus GN=Papd5 PE=1 SV=2",47062,45957,44326.3,46229.8,60806.3,58699.1,77634.6,79793.1
"sp|Q6PCL9|PAPOG_MOUSE","Papolg","Poly(A) polymerase gamma OS=Mus musculus GN=Papolg PE=1 SV=1",47841.4,51545.6,47720.6,51953.1,68763.3,63739.3,78503.7,77774.3
"sp|Q9JK83|PAR6B_MOUSE","Pard6b","Partitioning defective 6 homolog beta OS=Mus musculus GN=Pard6b PE=1 SV=2",29509.7,29319,28217.3,26972.6,34426.6,31683.7,43207.6,40768.9
"sp|P17918|PCNA_MOUSE","Pcna","Proliferating cell nuclear antigen OS=Mus musculus GN=Pcna PE=1 SV=2",122581,119617.6,146467.8,126123.8,198692.8,177165,307888.1,307318.5
"sp|Q3UHX2|HAP28_MOUSE","Pdap1","28 kDa heat- and acid-stable phosphoprotein OS=Mus musculus GN=Pdap1 PE=1 SV=1",133161.8,119595.1,118174.7,131494.3,143634,142297.8,196552.2,206027.3
"sp|Q02242|PDCD1_MOUSE","Pdcd1","Programmed cell death protein 1 OS=Mus musculus GN=Pdcd1 PE=1 SV=1",7540.7,8054.9,10452.1,9087.2,39762.2,33213.6,60690.4,63222.7
"sp|Q6NS46|RRP5_MOUSE","Pdcd11","Protein RRP5 homolog OS=Mus musculus GN=Pdcd11 PE=2 SV=2",71866.2,64805.5,50596.3,75153.2,96132.5,91085.1,187837.2,175410.4
"sp|P46718|PDCD2_MOUSE","Pdcd2","Programmed cell death protein 2 OS=Mus musculus GN=Pdcd2 PE=2 SV=2",41096.2,42137.2,38891.8,37743.2,49882.7,51043.3,72622.7,77757
"sp|Q8C5N5|PDD2L_MOUSE","Pdcd2l","Programmed cell death protein 2-like OS=Mus musculus GN=Pdcd2l PE=2 SV=1",17203.7,16862,19215.1,15721.7,22780.5,22334.6,30308,29198
"tr|S4R2K0|S4R2K0_MOUSE","Pdf","Protein Pdf OS=Mus musculus GN=Pdf PE=3 SV=1",40546.7,41051.3,39773.8,40136.3,46684.2,44602,59606.6,61047.2
"sp|Q922R8|PDIA6_MOUSE","Pdia6","Protein disulfide-isomerase A6 OS=Mus musculus GN=Pdia6 PE=1 SV=3",116560.2,106377.4,130223.2,116680.8,158751.7,148499.2,218164.3,227897.9
"tr|Q3TML0|Q3TML0_MOUSE","Pdia6","Protein disulfide-isomerase A6 OS=Mus musculus GN=Pdia6 PE=2 SV=1",116054,106645.7,129810.6,117229.3,158282.9,148393.8,218559.9,227202.7
"sp|Q99MZ7|PECR_MOUSE","Pecr","Peroxisomal trans-2-enoyl-CoA reductase OS=Mus musculus GN=Pecr PE=1 SV=1",27753,28800.6,30908.3,27941,30455.9,29669.2,45725.6,45276
"sp|Q80X73|PELO_MOUSE","Pelo","Protein pelota homolog OS=Mus musculus GN=Pelo PE=2 SV=3",57517.8,55353,61118.8,54156.7,65607.8,64987.2,91601.6,95877.7
"sp|Q9EQ61|PESC_MOUSE","Pes1","Pescadillo homolog OS=Mus musculus GN=Pes1 PE=1 SV=1",67817.2,62863.5,63953.2,64503.5,105202.7,97906.6,160377.9,156651.1
"sp|Q9WU28|PFD5_MOUSE","Pfdn5","Prefoldin subunit 5 OS=Mus musculus GN=Pfdn5 PE=1 SV=1",106353.6,107302.5,109749.5,97370.9,120229.4,118433.2,153292.8,157573.2
"sp|Q03958|PFD6_MOUSE","Pfdn6","Prefoldin subunit 6 OS=Mus musculus GN=Pfdn6 PE=2 SV=1",122489.5,114539.3,124829,113016.8,142909.6,142922.7,182539.6,195632.3
"tr|B1AVN8|B1AVN8_MOUSE","Phactr2","Phosphatase and actin regulator OS=Mus musculus GN=Phactr2 PE=3 SV=1",12632,12717.4,9483.1,13112.4,15912.2,14613.9,35306.1,38381.3
"tr|B1AVP0|B1AVP0_MOUSE","Phactr2","Phosphatase and actin regulator OS=Mus musculus GN=Phactr2 PE=3 SV=1",9672.7,9547.1,6930.7,9135.4,12057,10853.8,28030.3,29914.1
"sp|E2JF22|PIEZ1_MOUSE","Piezo1","Piezo-type mechanosensitive ion channel component 1 OS=Mus musculus GN=Piezo1 PE=1 SV=1",14016.6,14090.8,14166.5,13925.1,19111.4,18008.5,23265.3,24226.9
"sp|Q9QUR7|PIN1_MOUSE","Pin1","Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 OS=Mus musculus GN=Pin1 PE=1 SV=1",79612.3,79253.8,74086.3,75971.8,96283.9,94734,137232.3,138399
"sp|Q9CZX5|PINX1_MOUSE","Pinx1","PIN2/TERF1-interacting telomerase inhibitor 1 OS=Mus musculus GN=Pinx1 PE=2 SV=2",12460.4,11009.7,11493.3,13499.4,20053.6,18248.4,48882.7,48067.5
"sp|P70182|PI51A_MOUSE","Pip5k1a","Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha OS=Mus musculus GN=Pip5k1a PE=1 SV=2",39410.1,39083.5,39318,43597.6,62507.1,59812.2,72193.6,76945.3
"sp|Q8BSF4|PISD_MOUSE","Pisd","Phosphatidylserine decarboxylase proenzyme OS=Mus musculus GN=Pisd PE=2 SV=1",21280.5,20531.2,22848.9,22588.8,44207.3,39402,63693.4,65179.4
"sp|P53811|PIPNB_MOUSE","Pitpnb","Phosphatidylinositol transfer protein beta isoform OS=Mus musculus GN=Pitpnb PE=1 SV=2",79767.1,79682.5,81311.3,82355.8,113348.9,106573.6,153599.1,156662.4
"sp|P97819|PLPL9_MOUSE","Pla2g6","85/88 kDa calcium-independent phospholipase A2 OS=Mus musculus GN=Pla2g6 PE=1 SV=3",6495.6,7017.9,5906,6508.6,7963.4,7795.2,12601.5,13710.3
"tr|Q925T4|Q925T4_MOUSE","Plagl2","PLAGL2 OS=Mus musculus GN=Plagl2 PE=2 SV=1",18649.4,18029.6,9644.5,19702.5,36908.1,31359.7,65369,62082.8
"sp|Q4KWH5|PLCH1_MOUSE","Plch1","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1 OS=Mus musculus GN=Plch1 PE=2 SV=1",28142.4,27088,29610.5,26811.5,30983.8,30689.1,42276.9,41055.5
"sp|Q9R0E1|PLOD3_MOUSE","Plod3","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 OS=Mus musculus GN=Plod3 PE=1 SV=1",11337.3,10539.5,10677.8,10699.5,13977.9,12234.6,31371.4,31426.2
"sp|Q9R1Q7|PLP2_MOUSE","Plp2","Proteolipid protein 2 OS=Mus musculus GN=Plp2 PE=2 SV=1",23655,22706.9,22345.3,22348.7,23295.5,23304.6,33001.8,35206.4
"sp|Q9JJ00|PLS1_MOUSE","Plscr1","Phospholipid scramblase 1 OS=Mus musculus GN=Plscr1 PE=2 SV=1",24282.5,23604.7,23440.5,24891.9,52358.1,44248.4,146910.7,145849
"sp|P70206|PLXA1_MOUSE","Plxna1","Plexin-A1 OS=Mus musculus GN=Plxna1 PE=1 SV=1",16493.7,15674.5,16386.1,15396.4,19983.2,18442.8,24440.1,23888.9
"sp|Q9D1G2|PMVK_MOUSE","Pmvk","Phosphomevalonate kinase OS=Mus musculus GN=Pmvk PE=2 SV=3",38617.2,36825.6,38218.1,40511.7,44614.9,41634.1,96907,84646.8
"sp|Q9CPS7|PNO1_MOUSE","Pno1","RNA-binding protein PNO1 OS=Mus musculus GN=Pno1 PE=2 SV=1",72376.5,78400.6,74264.3,92291.4,118835.1,107872.2,163537.1,156370.8
"sp|Q91VA6|PDIP2_MOUSE","Poldip2","Polymerase delta-interacting protein 2 OS=Mus musculus GN=Poldip2 PE=2 SV=1",73583.4,73762.1,70406.6,71547.6,81203.6,77742.4,109978.7,107314.2
"sp|Q9WVF7|DPOE1_MOUSE","Pole","DNA polymerase epsilon catalytic subunit A OS=Mus musculus GN=Pole PE=2 SV=3",11938,12538.3,12566.7,11891,14907.4,14217.8,26951,28398.1
"sp|Q9JKP7|DPOE3_MOUSE","Pole3","DNA polymerase epsilon subunit 3 OS=Mus musculus GN=Pole3 PE=2 SV=1",47813.3,44351.9,48077.6,44857.7,55280,52142.2,69652.8,70852.9
"sp|Q9CQ36|DPOE4_MOUSE","Pole4","DNA polymerase epsilon subunit 4 OS=Mus musculus GN=Pole4 PE=3 SV=1",23238.9,23868,25475.5,25167.7,50377.5,47127.1,63777,67392.9
"sp|O35134|RPA1_MOUSE","Polr1a","DNA-directed RNA polymerase I subunit RPA1 OS=Mus musculus GN=Polr1a PE=1 SV=2",102632.3,98369.1,109647.1,96370,139122.7,131317.3,194339.9,187945.4
"sp|P70700|RPA2_MOUSE","Polr1b","DNA-directed RNA polymerase I subunit RPA2 OS=Mus musculus GN=Polr1b PE=2 SV=2",61782.6,57604.8,65542.1,58650.7,100465.5,91373,148854.3,147751.4
"sp|P52432|RPAC1_MOUSE","Polr1c","DNA-directed RNA polymerases I and III subunit RPAC1 OS=Mus musculus GN=Polr1c PE=1 SV=3",50247.3,54566.9,58086.6,51090.7,73479.5,70390.3,95294.5,96774.2
"sp|Q8K202|RPA49_MOUSE","Polr1e","DNA-directed RNA polymerase I subunit RPA49 OS=Mus musculus GN=Polr1e PE=1 SV=2",58653.9,57962.7,59512.7,58461.3,79180.4,76938.1,98648,98092.4
"sp|P61219|RPAB2_MOUSE","Polr2f","DNA-directed RNA polymerases I, II, and III subunit RPABC2 OS=Mus musculus GN=Polr2f PE=2 SV=1",20133.9,20756.5,15732.7,16926.9,22133.3,21833.7,33317.9,34108.4
"sp|P59470|RPC2_MOUSE","Polr3b","DNA-directed RNA polymerase III subunit RPC2 OS=Mus musculus GN=Polr3b PE=2 SV=2",97738.5,95572.5,94473.4,94980.3,126706.8,119293.6,151533.7,150409.5
"sp|Q9D2C6|RPC8_MOUSE","Polr3h","DNA-directed RNA polymerase III subunit RPC8 OS=Mus musculus GN=Polr3h PE=2 SV=2",20040.8,20460.9,23463.8,17645.2,30198.7,27382.3,41443,41075.3
"sp|Q8BKF1|RPOM_MOUSE","Polrmt","DNA-directed RNA polymerase, mitochondrial OS=Mus musculus GN=Polrmt PE=2 SV=1",22285.7,23341.1,20877.3,23503,27987.5,26104.4,43972.7,42195.4
"sp|Q9CQT5|POMP_MOUSE","Pomp","Proteasome maturation protein OS=Mus musculus GN=Pomp PE=2 SV=1",57110.9,52610.9,64568.9,60035.7,95242.8,86241,136429.8,137302.2
"sp|Q64693|OBF1_MOUSE","Pou2af1","POU domain class 2-associating factor 1 OS=Mus musculus GN=Pou2af1 PE=1 SV=2",15564.7,15674.7,18981.7,18606.4,32312.2,26420.9,43010.1,43222.1
"sp|Q00196|PO2F2_MOUSE","Pou2f2","POU domain, class 2, transcription factor 2 OS=Mus musculus GN=Pou2f2 PE=2 SV=4",19831.9,19811.9,16958.1,19398.9,36062.7,31680.3,121043.3,121530.1
"sp|Q9D819|IPYR_MOUSE","Ppa1","Inorganic pyrophosphatase OS=Mus musculus GN=Ppa1 PE=1 SV=1",146920.6,147440.9,152680.4,140185.8,180114.7,174001.4,233209.9,237289.7
"sp|Q91YU8|SSF1_MOUSE","Ppan","Suppressor of SWI4 1 homolog OS=Mus musculus GN=Ppan PE=1 SV=2",23621.6,22543.4,23345.1,23772.2,36322.5,37241.7,86538.8,83758.1
"tr|Q8CIH9|Q8CIH9_MOUSE","Ppat","Amidophosphoribosyltransferase OS=Mus musculus GN=Ppat PE=1 SV=1",105642.5,108440.9,104543.7,105245.7,139391.8,131812.3,187872.7,194910.1
"sp|Q8C8U0|LIPB1_MOUSE","Ppfibp1","Liprin-beta-1 OS=Mus musculus GN=Ppfibp1 PE=1 SV=3",4293.3,5215,4658.4,4502.8,5550.4,5635.2,7695,7794.7
"sp|Q9CR16|PPID_MOUSE","Ppid","Peptidyl-prolyl cis-trans isomerase D OS=Mus musculus GN=Ppid PE=1 SV=3",158584.4,159257,154954.7,148296.8,184355.5,179244.5,252429.6,268547.9
"sp|Q62084|PP14B_MOUSE","Ppp1r14b","Protein phosphatase 1 regulatory subunit 14B OS=Mus musculus GN=Ppp1r14b PE=1 SV=2",10359.6,9856.9,9770.9,9801.2,10758.3,11528.4,15081.9,15613.8
"sp|Q7TNP2|2AAB_MOUSE","Ppp2r1b","Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform OS=Mus musculus GN=Ppp2r1b PE=1 SV=2",171096.2,172840.1,184431.4,164610.5,232108.8,219938.8,272822.5,281069.2
"sp|Q6NZN1|PPRC1_MOUSE","Pprc1","Peroxisome proliferator-activated receptor gamma coactivator-related protein 1 OS=Mus musculus GN=Pprc1 PE=1 SV=1",23320.9,23498.8,24966.3,24401.6,49942.9,44227.2,59632.5,59784.3
"sp|Q8R107|PRLD1_MOUSE","Prelid1","PRELI domain-containing protein 1, mitochondrial OS=Mus musculus GN=Prelid1 PE=2 SV=1",28057.4,27684,26723.6,25883.3,51264.8,47430,66551.5,64705.2
