"Protein.Accession","Gene.Names","Protein.Annotation","X0h.a","X0h.b","X2h.a","X2h.b","X8h.a","X8h.b","X16h.a","X16h.b"
"sp|Q9DBU3|RIOK3_MOUSE","Riok3","Serine/threonine-protein kinase RIO3 OS=Mus musculus GN=Riok3 PE=1 SV=3",59028.3,59022.9,68396.9,64466,73521.9,69084.4,101709.3,111299.6
"sp|Q9WTV7|RNF12_MOUSE","Rlim","E3 ubiquitin-protein ligase RLIM OS=Mus musculus GN=Rlim PE=1 SV=2",20456.7,19839.1,20073.2,19975.9,32786.6,31321.5,38939.7,38349.3
"sp|Q3UIW5|RNF10_MOUSE","Rnf10","RING finger protein 10 OS=Mus musculus GN=Rnf10 PE=2 SV=2",4030.7,3707,3468.4,3046.8,4815.8,3992,6771.8,6668.1
"sp|Q9QYK7|RNF11_MOUSE","Rnf11","RING finger protein 11 OS=Mus musculus GN=Rnf11 PE=1 SV=1",13050.6,12442.2,12684.2,12467.4,21750.1,20400.3,30932.9,30743.9
"sp|Q9D0C1|RN115_MOUSE","Rnf115","E3 ubiquitin-protein ligase RNF115 OS=Mus musculus GN=Rnf115 PE=1 SV=1",8352.5,7913.1,8408.5,8674.6,13663.2,11882.9,14201.4,13894
"sp|Q91YL2|RN126_MOUSE","Rnf126","E3 ubiquitin-protein ligase RNF126 OS=Mus musculus GN=Rnf126 PE=1 SV=1",17269.6,16088,19014.2,15582.7,20149.6,19257.3,31074.5,30156.5
"sp|Q7TMV1|RN139_MOUSE","Rnf139","E3 ubiquitin-protein ligase RNF139 OS=Mus musculus GN=Rnf139 PE=1 SV=1",62639.8,63785.1,50308.9,66669,64465.3,65967.2,106871.4,107820.3
"sp|Q5SWK7|RN145_MOUSE","Rnf145","RING finger protein 145 OS=Mus musculus GN=Rnf145 PE=2 SV=1",13658.9,13665.5,11303.4,11235.6,16216,15806.4,22986.3,22178
"sp|Q80XJ2|RN168_MOUSE","Rnf168","E3 ubiquitin-protein ligase RNF168 OS=Mus musculus GN=Rnf168 PE=2 SV=3",4082.3,3869.9,4294,3986,5765.9,6316,9098,10984
"sp|Q8BFX1|RN187_MOUSE","Rnf187","E3 ubiquitin-protein ligase RNF187 OS=Mus musculus GN=Rnf187 PE=1 SV=2",8725.6,9903.8,9886.9,9410,20104.5,17088.3,23946,25639.9
"sp|Q8K2Y0|RN219_MOUSE","Rnf219","RING finger protein 219 OS=Mus musculus GN=Rnf219 PE=2 SV=2",24944.8,27843.3,28339.6,28127.6,39040.5,37017.6,64689.6,67089
"sp|Q9QZR0|RNF25_MOUSE","Rnf25","E3 ubiquitin-protein ligase RNF25 OS=Mus musculus GN=Rnf25 PE=1 SV=2",24195.3,22114.9,22219.9,23902.3,33468.8,31502.7,36914.2,40950.3
"sp|Q5ND52|MRM3_MOUSE","Rnmtl1","rRNA methyltransferase 3, mitochondrial OS=Mus musculus GN=Rnmtl1 PE=2 SV=1",12275.1,13035.8,8849.3,14353.4,19229.4,17697.3,24540.6,25475.6
"sp|Q9D706|RPAP3_MOUSE","Rpap3","RNA polymerase II-associated protein 3 OS=Mus musculus GN=Rpap3 PE=1 SV=1",86533.8,83531.4,78904.1,79774.1,91697.2,90050.2,136568.3,136267.1
"sp|Q9JJ80|RPF2_MOUSE","Rpf2","Ribosome production factor 2 homolog OS=Mus musculus GN=Rpf2 PE=2 SV=2",8439.8,8300.7,7876.9,10060.3,13258.5,12311.4,40277.5,39228.9
"sp|P47968|RPIA_MOUSE","Rpia","Ribose-5-phosphate isomerase OS=Mus musculus GN=Rpia PE=2 SV=2",86243.8,86138.5,96209.1,83169.3,110138.1,105330.5,142815.3,142931.7
"sp|P47963|RL13_MOUSE","Rpl13","60S ribosomal protein L13 OS=Mus musculus GN=Rpl13 PE=2 SV=3",108951.8,98839.3,88805.8,118547.7,188363.7,170629.9,394604.9,398074.8
"sp|Q9CR57|RL14_MOUSE","Rpl14","60S ribosomal protein L14 OS=Mus musculus GN=Rpl14 PE=1 SV=3",28438.2,34002.8,27500.1,35012.7,64459.4,55804.1,259177.4,187956.3
"sp|Q9CPR4|RL17_MOUSE","Rpl17","60S ribosomal protein L17 OS=Mus musculus GN=Rpl17 PE=2 SV=3",83899.8,79631.3,74633.4,112593.4,154548,135355.6,344792,335354.9
"sp|P35980|RL18_MOUSE","Rpl18","60S ribosomal protein L18 OS=Mus musculus GN=Rpl18 PE=2 SV=3",102616.5,108845.9,53886.2,114879.5,137574.7,128824.6,279925.4,265021.5
"sp|P84099|RL19_MOUSE","Rpl19","60S ribosomal protein L19 OS=Mus musculus GN=Rpl19 PE=1 SV=1",61317.2,62282.9,51953,65567.5,94654.3,85062.3,217201.6,207247.5
"sp|O09167|RL21_MOUSE","Rpl21","60S ribosomal protein L21 OS=Mus musculus GN=Rpl21 PE=2 SV=3",125174,115942.5,107007,166427.7,187489.5,170662.4,388993.2,406047.1
"tr|Q9CQM8|Q9CQM8_MOUSE","Rpl21","60S ribosomal protein L21 OS=Mus musculus GN=Rpl21 PE=2 SV=1",127077.7,116588.9,111029,167911.6,189095.9,173599.6,361418.1,393364.6
"sp|P67984|RL22_MOUSE","Rpl22","60S ribosomal protein L22 OS=Mus musculus GN=Rpl22 PE=1 SV=2",101081.3,90025.2,76252.2,133844.2,158526.1,140086.6,290738.9,300829.2
"sp|Q9D7S7|RL22L_MOUSE","Rpl22l1","60S ribosomal protein L22-like 1 OS=Mus musculus GN=Rpl22l1 PE=1 SV=1",14941.8,14127.2,13312.9,20095.4,19487.5,18302,34107.5,34444.1
"sp|P62830|RL23_MOUSE","Rpl23","60S ribosomal protein L23 OS=Mus musculus GN=Rpl23 PE=1 SV=1",111320.6,111059.1,91912.6,177586.7,167532.3,154567.6,348132.2,339102.1
"sp|P62751|RL23A_MOUSE","Rpl23a","60S ribosomal protein L23a OS=Mus musculus GN=Rpl23a PE=1 SV=1",108459.9,102395.5,79449,91991,182994.4,161791.8,372984.8,381643.9
"sp|Q8BP67|RL24_MOUSE","Rpl24","60S ribosomal protein L24 OS=Mus musculus GN=Rpl24 PE=1 SV=2",68734.3,60621.6,59685.1,74879,116981.6,105665.2,233469.1,222242.4
"sp|P61255|RL26_MOUSE","Rpl26","60S ribosomal protein L26 OS=Mus musculus GN=Rpl26 PE=1 SV=1",70885.5,70430,69740.6,113510.2,130525.2,117136.2,295577.6,311742.8
"sp|P61358|RL27_MOUSE","Rpl27","60S ribosomal protein L27 OS=Mus musculus GN=Rpl27 PE=1 SV=2",102665.3,98109.7,94330.3,116571.4,169728.7,162996.2,346804.2,339772.5
"sp|P14115|RL27A_MOUSE","Rpl27a","60S ribosomal protein L27a OS=Mus musculus GN=Rpl27a PE=2 SV=5",62046.5,58445.3,59101.4,71877.1,105515.8,95064.1,223353.2,239205.4
"sp|P41105|RL28_MOUSE","Rpl28","60S ribosomal protein L28 OS=Mus musculus GN=Rpl28 PE=1 SV=2",81913.4,72212.5,74539.8,122143.3,136459.2,122595.9,315265,306984.5
"sp|P27659|RL3_MOUSE","Rpl3","60S ribosomal protein L3 OS=Mus musculus GN=Rpl3 PE=1 SV=3",134583.5,122906.3,114874.2,135939.2,203659,189073,396393.7,385718
"sp|P62889|RL30_MOUSE","Rpl30","60S ribosomal protein L30 OS=Mus musculus GN=Rpl30 PE=2 SV=2",111260.8,99864,92108.1,141609.3,157968,152269.1,257193.4,264536.6
"sp|P62900|RL31_MOUSE","Rpl31","60S ribosomal protein L31 OS=Mus musculus GN=Rpl31 PE=1 SV=1",84909.2,73253.4,82222,114986.4,154051.9,135563.3,290098.5,288989.8
"sp|P62911|RL32_MOUSE","Rpl32","60S ribosomal protein L32 OS=Mus musculus GN=Rpl32 PE=1 SV=2",89555.4,82423.1,84431.5,83422.8,133933.6,125951.9,234059.9,239607.7
"sp|Q9D1R9|RL34_MOUSE","Rpl34","60S ribosomal protein L34 OS=Mus musculus GN=Rpl34 PE=1 SV=2",90589.6,84368.2,78510.6,125345.4,149732.9,127731.7,393990.6,320629.4
"sp|Q6ZWV7|RL35_MOUSE","Rpl35","60S ribosomal protein L35 OS=Mus musculus GN=Rpl35 PE=2 SV=1",64952.8,66096.3,52865.2,61825.8,135975,113482.4,357962,319586.5
"sp|O55142|RL35A_MOUSE","Rpl35a","60S ribosomal protein L35a OS=Mus musculus GN=Rpl35a PE=1 SV=2",126550.6,107369.7,105663.5,220160.4,184122.9,166813.1,360089.5,356859.1
"sp|P47964|RL36_MOUSE","Rpl36","60S ribosomal protein L36 OS=Mus musculus GN=Rpl36 PE=2 SV=2",42156,45424.2,45289.5,50390.9,64105.5,55664,110305.1,104120.1
"tr|Q6ZWZ4|Q6ZWZ4_MOUSE","Rpl36","60S ribosomal protein L36 OS=Mus musculus GN=Rpl36 PE=2 SV=1",79297.4,80985.4,77142.7,90072.3,114124.8,104584.7,195920.8,187100.4
"sp|P83882|RL36A_MOUSE","Rpl36a","60S ribosomal protein L36a OS=Mus musculus GN=Rpl36a PE=1 SV=2",74446.6,72456.1,64090.5,76415.9,142558.1,130929.4,231448.1,274266.6
"sp|Q9D823|RL37_MOUSE","Rpl37","60S ribosomal protein L37 OS=Mus musculus GN=Rpl37 PE=2 SV=3",10291.3,6404.4,11982.5,11857.7,17481.3,19264.9,37887.7,43377.2
"sp|P61514|RL37A_MOUSE","Rpl37a","60S ribosomal protein L37a OS=Mus musculus GN=Rpl37a PE=2 SV=2",67726.7,60866.1,56514.3,80021.3,124538.4,108075,284295.7,331812.6
"sp|Q9JJI8|RL38_MOUSE","Rpl38","60S ribosomal protein L38 OS=Mus musculus GN=Rpl38 PE=2 SV=3",96788.6,91692,82994.5,127349.9,132379.7,129229.2,260853.6,295555.6
"sp|P62892|RL39_MOUSE","Rpl39","60S ribosomal protein L39 OS=Mus musculus GN=Rpl39 PE=2 SV=2",61147.2,57759.9,52215.6,61975.6,82973.4,76847.1,151776.7,156505.7
"tr|E9PWZ3|E9PWZ3_MOUSE","Rpl3l","Protein Rpl3l OS=Mus musculus GN=Rpl3l PE=3 SV=1",81777.9,77999.9,72046.4,90669.2,123750.2,110641,187677.8,174336.8
"sp|Q9D8E6|RL4_MOUSE","Rpl4","60S ribosomal protein L4 OS=Mus musculus GN=Rpl4 PE=1 SV=3",89469.1,83523.9,63368.4,71237.7,141696.1,131991.2,310281,299212.2
"sp|P47962|RL5_MOUSE","Rpl5","60S ribosomal protein L5 OS=Mus musculus GN=Rpl5 PE=1 SV=3",146808.9,137276.1,125393,144810,206824,192226.1,334866.2,347538.9
"sp|P47911|RL6_MOUSE","Rpl6","60S ribosomal protein L6 OS=Mus musculus GN=Rpl6 PE=1 SV=3",78291.3,68842,53970,67459.2,157228.2,150722.5,414048.1,353512.3
"sp|P14148|RL7_MOUSE","Rpl7","60S ribosomal protein L7 OS=Mus musculus GN=Rpl7 PE=1 SV=2",88594.1,104906.1,63365.9,108535.5,190203,169144.7,346163.3,327594.8
"sp|P12970|RL7A_MOUSE","Rpl7a","60S ribosomal protein L7a OS=Mus musculus GN=Rpl7a PE=2 SV=2",73320,76793.5,62131.1,83184.9,142726.7,128948.8,465176.7,365756.9
"sp|P62918|RL8_MOUSE","Rpl8","60S ribosomal protein L8 OS=Mus musculus GN=Rpl8 PE=2 SV=2",61139.8,60764.5,50323.1,65290,137345.9,121748.5,348518.2,320945.5
"sp|P99027|RLA2_MOUSE","Rplp2","60S acidic ribosomal protein P2 OS=Mus musculus GN=Rplp2 PE=1 SV=3",531284.8,534840.5,577518.9,523088.3,677364.5,669229.9,912894,927135.8
"sp|Q80UU2|RPP38_MOUSE","Rpp38","Ribonuclease P protein subunit p38 OS=Mus musculus GN=Rpp38 PE=2 SV=1",24881.1,24355.9,15916.8,27952.3,34590.2,37498.6,60628.2,51158
"sp|P63325|RS10_MOUSE","Rps10","40S ribosomal protein S10 OS=Mus musculus GN=Rps10 PE=1 SV=1",151428.7,129420,125685.7,157043.4,184057,174112.8,226215.9,241730.1
"sp|P63323|RS12_MOUSE","Rps12","40S ribosomal protein S12 OS=Mus musculus GN=Rps12 PE=1 SV=2",93558.9,96279,95190.2,90314.8,115321.5,115254.3,165315.2,166660.1
"tr|Q6ZWZ6|Q6ZWZ6_MOUSE","Rps12","40S ribosomal protein S12 OS=Mus musculus GN=Rps12 PE=1 SV=1",97276.9,100280.9,96608.6,93430.2,115334.4,114304.8,158136.1,157951.7
"sp|P62264|RS14_MOUSE","Rps14","40S ribosomal protein S14 OS=Mus musculus GN=Rps14 PE=2 SV=3",71578.5,72074.2,62848.5,89185.9,100112.7,93388.7,193562.5,195491.5
"sp|P62843|RS15_MOUSE","Rps15","40S ribosomal protein S15 OS=Mus musculus GN=Rps15 PE=2 SV=2",90472.7,86142.4,81195.8,101970.8,133153.3,116932.4,222421.6,219603.5
"sp|P63276|RS17_MOUSE","Rps17","40S ribosomal protein S17 OS=Mus musculus GN=Rps17 PE=1 SV=2",112225.7,101895.8,91516.6,136449.8,149862.8,136931.4,233042.4,234899.3
"sp|P62270|RS18_MOUSE","Rps18","40S ribosomal protein S18 OS=Mus musculus GN=Rps18 PE=1 SV=3",131037.6,116058.5,105193.9,174669.1,172321.1,154581,271218.5,260894.4
"sp|Q9CZX8|RS19_MOUSE","Rps19","40S ribosomal protein S19 OS=Mus musculus GN=Rps19 PE=1 SV=3",143535.8,113058.3,106708.6,206212.7,198775.9,177355.4,331454.7,323683.6
"sp|Q8C6B9|AROS_MOUSE","Rps19bp1","Active regulator of SIRT1 OS=Mus musculus GN=Rps19bp1 PE=1 SV=1",48805.4,50356,45214.2,41417.6,59919.1,58199.7,104814.6,111445.3
"sp|P25444|RS2_MOUSE","Rps2","40S ribosomal protein S2 OS=Mus musculus GN=Rps2 PE=2 SV=3",119365.1,119551.2,101796.3,172469.9,171899.5,167553.2,313872,310464.4
"sp|P60867|RS20_MOUSE","Rps20","40S ribosomal protein S20 OS=Mus musculus GN=Rps20 PE=1 SV=1",68183.3,64089.2,53126.6,84831.4,78415,75211.4,125308.2,122083.8
"sp|P62267|RS23_MOUSE","Rps23","40S ribosomal protein S23 OS=Mus musculus GN=Rps23 PE=1 SV=3",57770.2,53615.5,55256.1,75563.2,103160.3,91937.2,257148.5,267421
"sp|P62849|RS24_MOUSE","Rps24","40S ribosomal protein S24 OS=Mus musculus GN=Rps24 PE=2 SV=1",81114.2,78875,75282.5,74520.1,114777.8,105045.9,208013.6,208393.4
"sp|P62852|RS25_MOUSE","Rps25","40S ribosomal protein S25 OS=Mus musculus GN=Rps25 PE=1 SV=1",96829,87132.5,76848.8,117842.1,180590.3,152662.6,350415.9,363362.8
"sp|P62855|RS26_MOUSE","Rps26","40S ribosomal protein S26 OS=Mus musculus GN=Rps26 PE=2 SV=3",85830.6,83804.5,80715,83015.4,123302.3,118439.9,219631.2,227583.9
"sp|Q6ZWU9|RS27_MOUSE","Rps27","40S ribosomal protein S27 OS=Mus musculus GN=Rps27 PE=1 SV=3",72851,70396.5,65188.6,76279.9,99177.4,91682,146157.8,149809.4
"sp|Q6ZWY3|RS27L_MOUSE","Rps27l","40S ribosomal protein S27-like OS=Mus musculus GN=Rps27l PE=2 SV=3",35572.2,33667.9,30725.9,36698.9,45910.2,42469.9,67497.9,67892.1
"sp|P62858|RS28_MOUSE","Rps28","40S ribosomal protein S28 OS=Mus musculus GN=Rps28 PE=2 SV=1",113271.3,113928.6,108511.7,110739.3,144874.8,137758,178678.8,185548.2
"sp|P62274|RS29_MOUSE","Rps29","40S ribosomal protein S29 OS=Mus musculus GN=Rps29 PE=2 SV=2",66858.6,45739.3,52756.4,83099.6,71434.6,63866.3,197978.3,193234.7
"sp|P97351|RS3A_MOUSE","Rps3a","40S ribosomal protein S3a OS=Mus musculus GN=Rps3a PE=1 SV=3",108636.9,108906.2,96112.6,127845.3,170530.5,158490.6,325530.4,327550.2
"sp|P97461|RS5_MOUSE","Rps5","40S ribosomal protein S5 OS=Mus musculus GN=Rps5 PE=1 SV=3",205138.1,204464.5,200521.8,238377.9,268485.6,258632.1,348778.9,344484.5
"tr|Q91V55|Q91V55_MOUSE","Rps5","40S ribosomal protein S5 OS=Mus musculus GN=Rps5 PE=1 SV=1",205857.7,206127.8,202014.8,239502.6,268858.9,258134.4,346495.4,342763.2
"sp|P62754|RS6_MOUSE","Rps6","40S ribosomal protein S6 OS=Mus musculus GN=Rps6 PE=1 SV=1",60948.8,57021.8,61153.5,66904.5,147607.3,124674.2,297957.3,279405.8
"sp|P62082|RS7_MOUSE","Rps7","40S ribosomal protein S7 OS=Mus musculus GN=Rps7 PE=2 SV=1",221451.7,206154.1,183641.8,218250.1,333533.2,317082.5,591973.3,632094.6
"sp|P62242|RS8_MOUSE","Rps8","40S ribosomal protein S8 OS=Mus musculus GN=Rps8 PE=1 SV=2",104205.2,99179.9,90283.3,97506.3,179386.1,159321,398462.9,388944.7
"sp|Q99PL5|RRBP1_MOUSE","Rrbp1","Ribosome-binding protein 1 OS=Mus musculus GN=Rrbp1 PE=1 SV=2",47482.2,42388.7,32405.8,36673,52726.3,53276.2,89421.3,76742.4
"sp|Q99PL5-10|RRBP1_MOUSE","Rrbp1","Isoform RRp2 of Ribosome-binding protein 1 OS=Mus musculus GN=Rrbp1",28381.1,25733.9,22970,24961.9,34408.2,33521.9,49257.9,41768.6
"sp|P07742|RIR1_MOUSE","Rrm1","Ribonucleoside-diphosphate reductase large subunit OS=Mus musculus GN=Rrm1 PE=1 SV=2",90550.8,90461.7,94684.1,92338.5,101190.9,99314.2,158422.2,162654
"sp|P11157|RIR2_MOUSE","Rrm2","Ribonucleoside-diphosphate reductase subunit M2 OS=Mus musculus GN=Rrm2 PE=1 SV=1",18470.8,18137.1,20687.9,19661.9,17042,13970.3,34669.2,38783.9
"sp|B2RS91|RRN3_MOUSE","Rrn3","RNA polymerase I-specific transcription initiation factor RRN3 OS=Mus musculus GN=Rrn3 PE=1 SV=1",32755.7,34337.8,37501.6,35237,91098.1,76345.4,92286,92484.2
"sp|P56183|RRP1_MOUSE","Rrp1","Ribosomal RNA processing protein 1 homolog A OS=Mus musculus GN=Rrp1 PE=2 SV=2",69404.7,61882.9,80740.4,81915.1,122754.6,114507.3,167264.3,173373.5
"sp|Q6P5B0|RRP12_MOUSE","Rrp12","RRP12-like protein OS=Mus musculus GN=Rrp12 PE=1 SV=1",98219.5,84856.4,68472.1,82704.4,126526.5,116101.7,237786.7,242699.1
"sp|Q91YK2|RRP1B_MOUSE","Rrp1b","Ribosomal RNA processing protein 1 homolog B OS=Mus musculus GN=Rrp1b PE=1 SV=2",62875.4,58714.3,58238.7,59294.2,100371.8,92284.6,168365.2,169125
"sp|Q3UFY0|RRP36_MOUSE","Rrp36","Ribosomal RNA processing protein 36 homolog OS=Mus musculus GN=Rrp36 PE=2 SV=1",7825,7796.3,7759.9,10382.5,9382.4,7863.1,16407.4,16276.4
"sp|Q9D1C9|RRP7A_MOUSE","Rrp7a","Ribosomal RNA-processing protein 7 homolog A OS=Mus musculus GN=Rrp7a PE=2 SV=1",28651.5,27240,25017.6,30516,36923.1,34567.4,77528.7,83878.4
"sp|Q9DB85|RRP8_MOUSE","Rrp8","Ribosomal RNA-processing protein 8 OS=Mus musculus GN=Rrp8 PE=1 SV=1",78278.3,78248.1,68256.2,77674.7,83169.5,78330.5,123811.7,131283.8
"sp|Q91WM3|U3IP2_MOUSE","Rrp9","U3 small nucleolar RNA-interacting protein 2 OS=Mus musculus GN=Rrp9 PE=1 SV=1",44144.5,46619.3,40079,51199.2,58991.4,58896.1,84421.1,85548.8
"sp|Q9CYH6|RRS1_MOUSE","Rrs1","Ribosome biogenesis regulatory protein homolog OS=Mus musculus GN=Rrs1 PE=1 SV=1",26487.3,22560,21763.7,26248.7,47569.6,43897.3,120948.4,127425.7
"sp|Q8BVY0|RL1D1_MOUSE","Rsl1d1","Ribosomal L1 domain-containing protein 1 OS=Mus musculus GN=Rsl1d1 PE=2 SV=1",37584.3,35478,30912.6,37168.5,64074.8,61266.2,227544.9,189654.2
"sp|Q99L28|RLP24_MOUSE","Rsl24d1","Probable ribosome biogenesis protein RLP24 OS=Mus musculus GN=Rsl24d1 PE=2 SV=1",26271.2,24032.3,27435.6,26088.2,55709.9,45880.6,121268.8,121314.6
"sp|Q9ES97|RTN3_MOUSE","Rtn3","Reticulon-3 OS=Mus musculus GN=Rtn3 PE=1 SV=2",71298.7,67102.3,86299.2,84884.3,98984.5,98475.6,116156.8,124164.8
"sp|Q9CQK7|RWDD1_MOUSE","Rwdd1","RWD domain-containing protein 1 OS=Mus musculus GN=Rwdd1 PE=1 SV=1",69666.4,71626.2,67391.7,67037,75897.5,73613.5,117290.1,112251.4
"sp|Q9CPR1|RWDD4_MOUSE","Rwdd4","RWD domain-containing protein 4 OS=Mus musculus GN=Rwdd4 PE=2 SV=1",39086.6,37534.2,38152.4,36139.6,53534.8,50203.4,72200.5,76939.8
"sp|P57725|SAMN1_MOUSE","Samsn1","SAM domain-containing protein SAMSN-1 OS=Mus musculus GN=Samsn1 PE=1 SV=2",30064.6,29743.9,29232.7,34883.2,49846.6,46278.2,57326.2,58776.3
"sp|O88574|SAP30_MOUSE","Sap30","Histone deacetylase complex subunit SAP30 OS=Mus musculus GN=Sap30 PE=1 SV=1",50706.9,40679.7,41941.9,52949.7,67391.1,69042.2,75419.6,87638.2
"sp|Q9Z315|SNUT1_MOUSE","Sart1","U4/U6.U5 tri-snRNP-associated protein 1 OS=Mus musculus GN=Sart1 PE=2 SV=1",157054.2,153562.8,97385.4,125575,163558.9,162733.7,223895.3,228919.8
"sp|P59808|SASH1_MOUSE","Sash1","SAM and SH3 domain-containing protein 1 OS=Mus musculus GN=Sash1 PE=1 SV=1",15081.8,14379,15049.2,17443.7,24214,22912.7,25476.2,31136.7
"sp|Q689Z5|SBNO1_MOUSE","Sbno1","Protein strawberry notch homolog 1 OS=Mus musculus GN=Sbno1 PE=1 SV=2",99325.1,95057,103446.4,95879.9,141520.2,133300.2,160464.4,162136.1
"tr|B2RRI2|B2RRI2_MOUSE","Sbno1","Protein strawberry notch homolog 1 OS=Mus musculus GN=Sbno1 PE=2 SV=1",99850.1,96362.1,104658.2,98185.1,140520.1,132969.6,156368.8,157913.1
"sp|Q80UZ2|SDA1_MOUSE","Sdad1","Protein SDA1 homolog OS=Mus musculus GN=Sdad1 PE=1 SV=1",84385.3,80026.8,65383.1,78945.7,126199.5,115071,181488.9,181006.6
"sp|O08992|SDCB1_MOUSE","Sdcbp","Syntenin-1 OS=Mus musculus GN=Sdcbp PE=1 SV=1",25263.1,25411.9,30925.2,26322.4,52920.4,49276.9,62034.8,64915.8
"sp|Q61112|CAB45_MOUSE","Sdf4","45 kDa calcium-binding protein OS=Mus musculus GN=Sdf4 PE=2 SV=1",44492.1,43635.8,41821.5,38926.2,67162.8,67700.9,103352.3,97205
"sp|Q8C6I2|SDHF2_MOUSE","Sdhaf2","Succinate dehydrogenase assembly factor 2, mitochondrial OS=Mus musculus GN=Sdhaf2 PE=2 SV=1",35611.7,33770,36110.3,37525.7,40575.7,40213.4,56870.9,55359.6
"sp|Q62179|SEM4B_MOUSE","Sema4b","Semaphorin-4B OS=Mus musculus GN=Sema4b PE=1 SV=2",79840.1,80199.4,61643.8,54174.4,64612.2,60311,114578.8,118104.8
"sp|Q9QUR8|SEM7A_MOUSE","Sema7a","Semaphorin-7A OS=Mus musculus GN=Sema7a PE=1 SV=1",42834.9,43303.5,42992.7,44450.4,143630.9,121708.9,133936.9,133557.4
"sp|Q8C650|SEP10_MOUSE","Septin10","Septin-10 OS=Mus musculus GN=Sept10 PE=2 SV=1",80080.3,74772.5,75468.5,71821.9,92302.8,86625.9,130759.8,136036.9
"sp|Q9CY58|PAIRB_MOUSE","Serbp1","Plasminogen activator inhibitor 1 RNA-binding protein OS=Mus musculus GN=Serbp1 PE=1 SV=2",87409.7,86277.7,53600.8,88715.1,130530.2,126408.4,239054,260296.9
"sp|Q9CY58-2|PAIRB_MOUSE","Serbp1","Isoform 2 of Plasminogen activator inhibitor 1 RNA-binding protein OS=Mus musculus GN=Serbp1",87152.1,86234.9,53233.4,88834.4,130773.3,126831.4,239301,260244.6
"sp|P84102|SERF2_MOUSE","Serf2","Small EDRK-rich factor 2 OS=Mus musculus GN=Serf2 PE=2 SV=1",53991.5,45288.1,51291.1,58618.8,70533,65518.9,95155,106851
"sp|Q2YDW7|SETD8_MOUSE","Setd8","N-lysine methyltransferase SETD8 OS=Mus musculus GN=Setd8 PE=2 SV=1",24184.5,21062,17448.1,21972.4,26739,25797.1,32421.1,32786.9
"sp|Q8BP27|SFR1_MOUSE","Sfr1","Swi5-dependent recombination DNA repair protein 1 homolog OS=Mus musculus GN=Sfr1 PE=1 SV=2",50255.6,50821.9,61793.6,51335.9,65890.6,61382.8,110729.3,112628.2
"sp|Q9QXK9|SH22A_MOUSE","Sh2d2a","SH2 domain-containing protein 2A OS=Mus musculus GN=Sh2d2a PE=1 SV=1",58535.2,58496,59092.8,59158,86266.2,80862.5,102304.7,107242
"sp|Q06649|3BP2_MOUSE","Sh3bp2","SH3 domain-binding protein 2 OS=Mus musculus GN=Sh3bp2 PE=1 SV=1",23467.3,21900.5,22778.3,23416.8,40533.6,38986.7,46244.9,48050.9
"tr|E9QJU7|E9QJU7_MOUSE","Sh3bp2","SH3 domain-binding protein 2 OS=Mus musculus GN=Sh3bp2 PE=1 SV=1",23134.1,21625.5,22896.8,22986.9,40691.5,38800,48818.7,49368.1
"sp|Q69ZI1|SH3R1_MOUSE","Sh3rf1","E3 ubiquitin-protein ligase SH3RF1 OS=Mus musculus GN=Sh3rf1 PE=1 SV=2",13159.7,13138.2,14630.7,14582.7,18374.5,17022.2,22819.5,24752.9
"sp|Q8C120|SH3R3_MOUSE","Sh3rf3","SH3 domain-containing RING finger protein 3 OS=Mus musculus GN=Sh3rf3 PE=2 SV=2",11557,11197.8,11201.9,9814.9,17398.4,16193.6,26030.3,27040.3
"sp|P50431|GLYC_MOUSE","Shmt1","Serine hydroxymethyltransferase, cytosolic OS=Mus musculus GN=Shmt1 PE=1 SV=3",99556.5,97832.8,104400.1,95967.5,176607.4,155985.2,257012.1,268089.5
"tr|Q9CZN7|Q9CZN7_MOUSE","Shmt2","Serine hydroxymethyltransferase OS=Mus musculus GN=Shmt2 PE=1 SV=1",116493.4,116142.6,113522.9,115805.3,160876.2,152369,267973.3,269414.9
"sp|Q7TMX5|SHQ1_MOUSE","Shq1","Protein SHQ1 homolog OS=Mus musculus GN=Shq1 PE=2 SV=2",29964.4,30757.2,31243,29149,59849.1,50864.9,100859.8,107368.5
"sp|Q8CFH6|SIK2_MOUSE","Sik2","Serine/threonine-protein kinase SIK2 OS=Mus musculus GN=Sik2 PE=1 SV=1",48002.9,46936.8,49591.8,48350.7,68346.5,60354.8,78025.4,80143
"sp|Q6P4S6|SIK3_MOUSE","Sik3","Serine/threonine-protein kinase SIK3 OS=Mus musculus GN=Sik3 PE=1 SV=3",58261,57504.8,60451.3,56487.8,92600,86166.9,111033.6,115868.2
"tr|E9PU87|E9PU87_MOUSE","Sik3","Serine/threonine-protein kinase SIK3 OS=Mus musculus GN=Sik3 PE=1 SV=1",57537.1,56910.2,58763.7,55619.4,92566.5,85923.9,113399.8,118743.4
"sp|Q9EPK6|SIL1_MOUSE","Sil1","Nucleotide exchange factor SIL1 OS=Mus musculus GN=Sil1 PE=1 SV=2",20343.7,18714.2,20096.4,19769.4,28935.9,26999.2,36400.8,34983.5
"tr|E9Q6E9|E9Q6E9_MOUSE","Simc1","Protein Simc1 OS=Mus musculus GN=Simc1 PE=4 SV=1",3847.8,3359.5,4050.7,3934.9,5800.7,5739.1,6908.9,6537.7
